city,distance_to_center_km,rating,num_reviews,room_type,beds_in_room,breakfast_included,wifi,laundry,season,weekend,occupancy_rate,hostel_age_years,kitchen_access,air_conditioning,locker_available,security_24h,female_only_dorm_available,common_area_count,room_area_sqft,bathroom_type,price_per_night
Oslo,2.7,2.9,43,private,1,1,1,1,low,0,0.52,9,1,1,0,1,0,6,186,private,73.93
Prague,4.7,4.4,133,private,1,1,1,0,low,0,0.36,29,1,1,1,1,0,2,154,shared,37.54
Copenhagen,0.5,4.9,244,dorm,8,1,1,0,shoulder,1,0.61,1,1,1,1,1,0,2,151,private,43.66
Oslo,1.8,4.7,153,private,2,1,1,0,peak,1,0.94,19,1,1,1,1,0,3,177,private,141.64
Helsinki,4.1,4.6,438,dorm,6,0,1,1,peak,0,0.87,26,0,0,1,0,1,5,189,shared,35.23
Berlin,5.8,4.6,244,private,2,1,1,0,low,0,0.55,1,1,1,1,0,0,2,179,shared,52.74
Warsaw,5.7,4.2,237,private,1,0,1,1,shoulder,1,0.75,19,0,0,0,1,0,2,103,shared,59.2
Copenhagen,2.5,4.2,82,private,2,1,1,0,shoulder,1,0.55,15,0,1,0,0,1,2,165,private,94.96
Prague,5.7,4.7,347,dorm,4,0,1,0,peak,1,0.72,5,1,0,1,1,0,1,199,shared,39.11
Madrid,4.8,3.2,92,private,2,0,1,0,peak,1,0.75,12,1,0,0,1,1,3,117,private,82.89
Barcelona,6.4,4.4,165,private,2,1,1,1,low,1,0.44,29,1,0,1,1,0,2,182,private,39.03
London,7.3,3.8,130,private,2,1,1,0,peak,1,0.76,22,1,1,0,0,0,4,133,private,60.3
Copenhagen,5.3,3.3,35,private,1,1,1,1,low,0,0.5,21,1,0,1,1,0,5,152,shared,55.83
Barcelona,2.1,4.7,173,dorm,12,1,1,1,peak,1,0.79,12,1,0,1,1,0,4,158,private,35.66
Prague,6.8,4.1,241,private,2,0,1,1,shoulder,1,0.69,10,0,0,0,0,0,1,189,private,46.67
Paris,1.5,2.8,69,dorm,6,0,1,1,shoulder,0,0.59,4,0,0,0,1,0,4,167,shared,29.64
London,8.0,3.1,37,dorm,10,0,1,1,peak,1,0.98,25,0,0,0,1,0,4,181,private,19.6
Helsinki,8.0,2.9,17,private,2,0,1,0,peak,0,0.89,30,0,0,0,0,0,4,200,shared,51.93
Helsinki,1.8,3.8,112,private,1,1,1,0,peak,0,0.84,4,1,1,0,0,0,5,142,private,137.41
Lisbon,2.2,3.4,26,dorm,4,0,1,0,low,1,0.46,9,1,1,0,0,0,3,242,private,26.35
Stockholm,0.2,4.6,298,private,1,1,1,0,peak,1,0.9,23,0,0,0,0,0,1,145,shared,146.19
Warsaw,7.9,4.3,141,private,2,0,1,1,shoulder,1,0.52,23,1,0,1,0,0,1,171,shared,39.97
Warsaw,3.8,3.0,21,dorm,12,1,1,1,peak,1,0.71,7,1,1,1,1,0,3,141,shared,26.76
Amsterdam,2.3,3.3,98,dorm,6,1,1,0,shoulder,0,0.58,4,0,0,0,1,0,3,215,private,26.33
Oslo,0.2,4.7,407,private,1,0,1,1,low,0,0.57,9,0,1,1,1,0,5,108,shared,115.92
Madrid,1.3,3.0,87,dorm,8,1,1,0,low,0,0.4,21,0,0,1,0,1,5,206,shared,18.2
Rome,5.6,3.1,27,private,2,0,1,0,peak,1,0.99,23,0,0,0,1,0,1,106,shared,69.14
Helsinki,0.3,4.1,169,dorm,8,1,1,1,shoulder,0,0.56,3,1,0,0,1,0,5,154,shared,35.11
Budapest,0.8,3.4,55,private,1,1,1,1,low,0,0.54,21,1,0,1,1,1,5,126,shared,57.81
Barcelona,1.7,3.6,112,dorm,4,1,1,0,shoulder,1,0.7,15,0,0,1,1,0,4,215,private,38.68
Stockholm,2.9,3.7,116,private,2,1,1,0,peak,1,0.92,9,1,1,1,1,0,2,113,shared,143.61
Budapest,8.0,3.6,52,dorm,4,0,1,0,shoulder,0,0.65,13,0,1,0,0,1,2,173,shared,14.46
Warsaw,6.4,2.8,94,private,2,1,1,1,peak,0,0.8,9,0,0,1,1,0,6,188,shared,45.04
Stockholm,5.4,4.0,142,private,1,1,1,0,low,0,0.38,11,0,1,0,1,0,4,177,private,64.23
Vienna,4.6,3.5,71,private,2,0,1,1,shoulder,1,0.61,6,1,1,1,0,1,6,120,shared,67.47
Madrid,7.0,3.8,63,private,2,1,1,1,shoulder,0,0.55,21,1,0,1,0,0,3,105,shared,33.49
Rome,1.3,3.4,78,private,2,1,1,1,shoulder,0,0.63,9,1,0,1,0,1,1,133,shared,63.73
Helsinki,2.1,4.7,189,private,2,1,1,1,peak,0,0.76,8,1,0,1,1,0,2,186,private,115.63
Helsinki,6.2,4.9,416,dorm,8,1,1,1,peak,0,0.8,17,1,1,1,0,0,3,146,shared,29.56
Paris,2.8,3.6,55,private,1,0,1,1,shoulder,1,0.79,8,0,1,1,1,0,3,163,shared,108.89
London,5.4,4.6,196,dorm,8,1,1,1,peak,0,0.85,17,1,1,1,1,1,2,204,shared,29.91
Lisbon,7.3,4.7,400,private,2,1,1,1,shoulder,0,0.78,12,0,1,1,0,0,6,109,shared,42.21
Lisbon,0.8,4.6,249,dorm,4,1,1,1,peak,0,1.0,17,1,1,1,1,1,3,130,private,49.86
London,3.5,5.0,247,dorm,4,1,1,1,low,1,0.34,12,1,0,1,1,1,5,240,private,29.89
Vienna,6.6,3.8,81,dorm,4,1,1,1,shoulder,1,0.57,30,1,0,1,1,0,4,136,private,23.98
Budapest,7.6,4.0,159,dorm,6,1,1,1,low,0,0.67,23,1,1,0,1,0,2,219,shared,14.78
Dublin,0.3,4.3,124,dorm,4,0,1,1,shoulder,0,0.51,16,0,1,0,1,0,5,170,private,28.61
Dublin,2.8,2.8,22,dorm,10,1,1,1,peak,0,0.74,28,0,1,1,1,0,1,123,shared,25.19
Madrid,5.3,4.5,441,dorm,12,0,1,1,shoulder,1,0.74,26,0,1,1,1,0,2,205,private,16.07
Budapest,6.4,3.5,49,private,1,0,1,0,peak,1,0.71,5,1,0,1,1,0,4,116,private,82.87
Berlin,3.7,3.5,131,dorm,12,0,1,1,low,0,0.39,7,1,1,0,1,0,1,127,private,15.6
Athens,3.0,4.1,175,private,1,0,1,1,shoulder,1,0.56,6,1,1,1,1,0,1,199,shared,80.26
Berlin,2.6,3.9,49,private,1,0,1,1,shoulder,1,0.8,1,1,1,1,1,0,1,179,shared,92.58
Rome,5.2,4.0,169,private,2,1,1,1,peak,1,0.7,22,0,1,0,0,1,3,163,shared,73.54
Helsinki,0.2,3.2,77,dorm,12,1,1,1,peak,0,0.96,26,0,1,1,1,0,6,122,private,30.18
Amsterdam,1.1,2.7,88,dorm,8,1,1,0,low,1,0.42,18,0,0,1,1,1,2,225,shared,27.95
Prague,1.5,4.0,107,dorm,12,0,1,1,low,1,0.69,4,1,1,1,1,1,1,192,shared,25.65
Warsaw,6.7,2.9,32,dorm,4,1,1,1,low,1,0.59,19,1,1,0,0,1,5,140,shared,17.52
Paris,7.8,2.6,30,private,1,0,1,0,low,1,0.4,2,0,0,1,1,0,3,138,private,71.8
Berlin,4.8,2.8,46,dorm,4,0,1,0,shoulder,1,0.71,6,1,0,1,1,1,2,225,shared,28.21
Oslo,6.0,3.6,97,dorm,8,0,1,0,shoulder,0,0.54,30,0,0,1,1,0,6,180,private,19.89
Warsaw,7.6,4.7,186,dorm,12,1,1,0,low,0,0.54,18,0,0,1,1,0,1,181,shared,11.0
Athens,4.3,3.5,67,dorm,6,0,1,1,shoulder,1,0.65,13,1,0,1,0,0,2,120,private,24.06
Athens,6.5,4.5,158,private,1,0,1,0,shoulder,0,0.77,22,0,0,1,0,1,6,105,private,53.38
Amsterdam,3.3,4.3,168,private,2,0,1,1,low,0,0.33,21,1,0,1,0,0,4,197,private,53.54
Oslo,6.8,3.0,55,dorm,12,1,1,0,low,1,0.34,14,0,0,1,1,1,5,246,shared,17.58
Copenhagen,2.4,4.7,467,private,1,0,1,1,low,1,0.6,9,1,1,0,1,0,5,174,private,118.82
Stockholm,6.6,3.0,74,private,2,0,1,1,shoulder,1,0.59,3,0,1,1,0,0,3,147,shared,82.48
Budapest,3.8,4.1,151,dorm,6,0,1,0,low,0,0.32,21,1,1,0,1,0,6,146,shared,15.61
London,5.6,3.9,56,private,2,1,1,0,shoulder,0,0.63,12,1,0,1,0,1,6,160,shared,54.15
Budapest,2.1,4.0,248,private,1,0,1,1,peak,1,0.75,10,0,0,1,1,1,4,199,shared,99.84
Brussels,2.0,5.0,174,dorm,12,0,1,1,low,0,0.68,17,0,0,0,1,0,2,242,private,23.61
Paris,2.7,2.9,34,private,2,1,1,0,peak,0,0.84,20,1,0,0,1,1,6,190,private,75.1
Barcelona,4.4,4.0,129,dorm,6,1,1,1,low,1,0.45,9,0,1,0,1,1,4,201,shared,21.87
Athens,1.3,3.2,67,dorm,10,1,1,0,peak,1,0.77,2,1,0,1,1,1,4,198,private,38.4
Stockholm,4.7,4.4,130,private,1,0,1,1,low,1,0.46,6,1,0,1,0,0,4,119,private,80.41
Athens,0.3,4.9,462,private,1,1,1,1,low,1,0.44,24,1,1,1,1,0,2,173,shared,63.85
Helsinki,1.5,3.0,22,dorm,10,0,1,0,peak,0,0.83,16,1,0,1,0,0,3,217,private,27.49
Vienna,3.3,3.4,93,private,2,1,1,0,low,1,0.41,7,0,1,0,1,0,2,153,shared,59.08
Copenhagen,4.2,2.9,8,dorm,4,1,1,0,peak,1,0.74,19,0,1,0,0,0,6,220,private,49.29
Brussels,5.8,3.4,53,private,1,0,1,1,peak,0,0.7,7,1,1,1,1,0,5,163,shared,109.23
Vienna,1.9,3.5,86,private,2,1,1,1,low,1,0.66,21,0,0,0,0,0,2,123,shared,65.79
Dublin,6.5,3.6,94,dorm,4,0,1,1,low,1,0.36,2,1,1,1,1,0,3,166,private,30.7
Oslo,1.4,4.3,283,private,2,1,1,1,shoulder,0,0.54,8,1,1,1,1,1,6,194,shared,104.74
Amsterdam,1.5,3.7,77,private,2,1,1,1,peak,1,0.95,13,0,0,0,0,0,2,146,shared,128.4
London,4.5,4.1,189,private,1,0,1,1,shoulder,0,0.52,14,1,0,1,0,1,2,119,shared,73.81
Dublin,7.1,2.6,82,private,1,0,1,0,shoulder,1,0.76,28,0,0,0,0,0,3,127,shared,61.84
Oslo,5.7,2.8,96,dorm,6,0,1,0,low,0,0.62,15,0,1,0,1,0,2,212,private,22.21
Brussels,7.1,4.4,260,private,2,0,1,1,peak,1,0.76,3,1,1,1,1,1,4,136,shared,107.23
Rome,6.2,4.1,244,private,2,1,1,1,shoulder,1,0.5,11,1,1,1,1,0,6,149,private,50.86
Milan,6.1,2.7,25,private,2,0,1,0,shoulder,1,0.66,22,0,0,1,1,0,3,119,shared,49.76
Prague,1.4,3.5,65,dorm,6,1,1,0,low,1,0.55,6,1,0,1,0,0,6,165,shared,23.65
Barcelona,6.6,4.6,170,private,1,1,1,1,peak,1,0.98,1,0,0,1,0,1,4,167,private,108.27
Lisbon,0.4,3.3,33,dorm,12,0,1,1,low,1,0.49,16,1,1,0,1,0,3,129,private,18.4
Dublin,1.2,4.5,479,dorm,6,1,1,1,low,1,0.37,17,0,1,1,1,0,2,158,private,25.85
Copenhagen,2.5,3.4,79,dorm,10,1,1,0,peak,0,0.96,25,0,0,1,1,0,3,216,private,36.48
London,5.0,3.9,44,private,1,1,1,0,peak,1,0.8,8,1,1,0,1,0,1,148,private,106.02
Berlin,2.5,4.5,218,dorm,10,1,1,1,low,1,0.6,15,1,1,1,1,1,4,174,private,26.82
Warsaw,0.2,3.2,36,dorm,8,0,1,0,peak,0,0.79,22,1,0,1,1,1,1,229,shared,26.86
Dublin,1.4,4.4,111,dorm,12,1,1,1,low,1,0.3,18,0,0,1,1,0,4,145,shared,23.66
London,3.4,4.1,291,dorm,8,1,1,1,peak,0,0.87,19,1,1,1,0,0,3,174,shared,31.06
Dublin,3.2,3.4,43,private,2,0,1,0,peak,0,0.73,27,0,0,0,1,0,2,129,private,66.32
Lisbon,1.0,3.7,87,private,2,0,1,0,low,1,0.67,23,0,0,0,1,0,1,169,shared,47.81
Dublin,3.4,4.1,162,dorm,12,1,1,1,low,1,0.61,20,1,0,0,1,1,3,149,private,25.21
Lisbon,4.5,2.6,27,dorm,10,0,1,0,shoulder,0,0.66,0,1,0,0,1,0,4,145,private,16.78
Oslo,6.4,3.4,50,dorm,4,0,1,0,low,0,0.35,11,0,0,0,1,1,3,222,shared,21.41
Madrid,3.3,3.6,100,private,2,0,1,0,shoulder,1,0.67,22,0,0,1,1,0,2,139,private,57.08
Barcelona,3.7,3.7,56,dorm,12,1,1,1,low,1,0.51,3,0,0,1,1,1,5,222,shared,20.6
Vienna,0.3,3.5,110,private,1,0,1,1,low,0,0.63,30,1,1,0,1,0,2,129,private,52.2
Athens,3.2,4.4,125,private,1,0,1,1,low,1,0.54,29,0,1,1,1,0,4,123,shared,58.61
Barcelona,1.1,3.3,36,dorm,10,0,1,0,shoulder,1,0.51,26,1,0,0,1,0,3,170,shared,23.5
Stockholm,7.8,4.5,436,dorm,6,0,1,1,low,0,0.52,7,1,1,0,1,0,1,179,private,23.34
Vienna,2.1,2.8,43,private,1,0,1,0,peak,0,0.96,11,1,0,0,1,0,6,136,private,103.14
Vienna,2.6,3.9,77,private,2,0,1,1,low,0,0.33,10,1,0,1,1,0,4,122,private,43.45
Budapest,1.6,2.6,92,private,1,0,1,0,low,0,0.6,6,1,0,1,0,1,4,200,shared,52.14
Berlin,5.7,3.3,7,dorm,10,0,1,1,low,1,0.51,21,1,0,0,0,0,1,158,private,13.87
Berlin,5.2,4.0,106,dorm,4,1,1,1,shoulder,0,0.79,11,0,1,1,1,0,6,192,private,26.74
Stockholm,3.3,4.1,127,dorm,6,0,1,0,shoulder,0,0.5,22,0,0,1,1,1,4,236,shared,28.0
London,0.5,4.4,178,dorm,8,1,1,0,low,1,0.35,27,1,1,1,0,0,5,241,shared,23.15
Madrid,3.4,3.5,90,private,2,0,1,1,peak,1,0.82,15,0,1,1,0,0,1,117,private,88.8
Barcelona,2.7,4.1,149,private,1,1,1,1,peak,1,0.93,30,1,0,1,1,0,4,139,shared,114.52
Madrid,4.1,3.7,114,private,1,1,1,1,peak,0,0.89,25,1,0,1,1,0,5,198,shared,66.85
Prague,1.0,4.6,400,dorm,10,1,1,0,peak,0,0.82,27,0,0,1,1,0,1,234,private,26.86
Budapest,6.1,3.8,34,dorm,6,0,1,0,shoulder,0,0.7,24,0,1,1,1,0,6,170,private,14.51
Berlin,6.3,3.9,95,dorm,8,0,1,1,shoulder,0,0.71,2,0,1,0,1,1,3,181,private,19.4
Berlin,6.1,2.8,55,dorm,12,1,1,1,peak,0,0.89,28,0,0,0,1,0,5,130,shared,16.06
Budapest,7.7,4.0,227,private,2,1,1,0,peak,0,0.99,10,1,1,1,0,0,2,152,shared,58.98
Rome,3.8,3.0,73,private,1,0,1,0,peak,1,0.81,20,0,0,1,0,1,2,192,private,84.92
Stockholm,4.4,3.7,53,private,2,0,1,0,peak,0,0.89,19,0,1,1,1,0,1,197,private,94.58
Dublin,0.5,3.4,46,dorm,4,1,1,1,low,1,0.48,28,0,0,1,0,1,1,132,shared,30.95
Lisbon,6.2,3.6,114,dorm,4,0,1,0,low,0,0.48,21,0,0,0,1,1,1,156,private,15.64
Rome,6.5,3.4,37,dorm,12,0,1,1,low,0,0.42,2,1,1,0,0,1,6,223,private,13.78
Oslo,4.6,4.3,168,private,1,0,1,1,shoulder,0,0.61,3,1,1,0,1,1,2,199,shared,113.97
Amsterdam,1.6,4.3,139,dorm,12,1,1,0,peak,0,0.87,0,1,0,0,1,0,6,162,shared,36.82
Amsterdam,0.8,4.9,363,dorm,12,0,1,1,low,0,0.69,23,1,1,0,1,0,5,170,shared,20.89
Lisbon,3.0,2.9,89,private,2,0,1,1,low,1,0.31,12,0,1,1,1,1,4,106,private,51.05
Brussels,2.5,4.6,259,dorm,6,1,1,0,peak,1,0.78,12,1,0,1,0,0,5,242,shared,55.89
Madrid,2.0,3.5,46,private,1,0,1,1,low,0,0.65,10,0,0,1,0,0,4,137,private,61.33
London,3.6,2.7,68,private,1,0,1,0,peak,1,0.94,6,0,0,1,1,0,1,147,private,137.94
Oslo,7.3,3.0,18,dorm,10,1,1,1,peak,1,0.93,22,0,0,0,0,0,1,134,private,32.57
Rome,5.3,2.7,9,dorm,4,1,1,0,shoulder,1,0.68,26,1,0,0,1,0,3,198,shared,25.84
Prague,4.5,4.1,226,private,1,0,1,0,shoulder,0,0.73,19,0,0,1,0,1,2,104,shared,47.19
Barcelona,0.5,4.8,374,private,1,1,1,0,shoulder,1,0.74,11,1,0,1,1,0,3,138,private,121.07
Amsterdam,0.4,2.8,33,private,2,0,1,0,low,1,0.62,18,0,0,0,1,0,4,101,private,78.05
Budapest,3.2,4.4,98,private,2,1,1,0,peak,1,0.91,0,1,0,1,1,0,1,110,private,102.78
Warsaw,8.0,3.0,25,dorm,4,0,1,0,peak,1,0.71,10,1,0,0,1,0,1,175,shared,25.21
Athens,6.7,4.1,170,private,1,1,1,1,shoulder,0,0.59,10,1,0,1,1,0,5,117,private,46.84
Budapest,1.9,3.7,135,private,2,1,1,1,shoulder,0,0.6,20,0,1,1,1,1,4,132,shared,51.09
Copenhagen,3.2,3.1,70,private,1,0,1,0,shoulder,0,0.59,17,0,0,1,1,0,1,107,shared,81.75
Milan,7.6,4.7,273,private,1,1,1,1,peak,0,0.72,30,0,1,1,1,0,1,183,shared,82.5
Milan,7.2,2.9,88,private,2,0,1,0,low,1,0.63,29,0,1,0,0,0,6,154,shared,45.72
Milan,1.2,2.8,93,private,1,0,1,0,low,1,0.66,7,0,0,1,0,0,5,120,private,102.13
Amsterdam,5.4,3.2,12,dorm,6,0,1,1,shoulder,1,0.59,22,1,0,0,1,0,6,178,shared,20.88
Stockholm,0.8,3.0,7,dorm,8,0,1,0,low,0,0.32,12,0,0,1,1,1,2,134,private,20.8
Amsterdam,7.8,4.8,425,dorm,8,1,1,1,peak,1,0.73,25,0,1,1,0,1,1,234,private,29.5
London,5.7,3.5,44,dorm,10,1,1,0,shoulder,1,0.54,23,1,0,1,1,0,3,239,private,20.36
Copenhagen,7.3,2.8,35,dorm,8,1,1,0,low,1,0.45,22,0,0,1,1,1,4,219,shared,21.53
Oslo,3.1,5.0,424,private,1,0,1,0,low,1,0.34,20,0,0,1,1,1,5,189,private,94.94
Helsinki,1.4,4.0,277,dorm,8,1,1,0,low,0,0.34,12,1,1,1,1,1,4,228,shared,28.84
Berlin,4.5,3.5,131,private,2,0,1,0,peak,0,0.99,0,0,1,1,1,0,3,171,private,81.66
Stockholm,5.2,3.2,96,dorm,8,1,1,1,peak,0,0.73,5,0,1,1,1,0,2,175,private,36.08
Lisbon,7.9,4.8,348,dorm,6,0,1,0,peak,0,0.76,29,0,1,0,1,0,2,235,private,17.4
Dublin,1.5,4.6,174,private,1,1,1,1,low,0,0.58,1,1,1,1,1,1,3,179,private,89.18
Paris,0.2,3.7,97,private,1,1,1,1,shoulder,1,0.75,7,1,0,1,0,0,5,122,private,123.65
Dublin,1.8,4.1,274,dorm,8,1,1,0,peak,1,0.79,7,1,0,1,1,0,6,247,private,50.2
Stockholm,7.0,2.9,95,private,1,0,1,0,shoulder,1,0.53,24,1,0,1,1,0,1,125,shared,71.23
Berlin,7.7,2.6,49,dorm,12,1,1,1,peak,0,0.76,27,1,1,1,1,0,4,173,shared,19.71
Brussels,5.5,2.7,66,private,2,0,1,1,shoulder,0,0.54,7,1,0,1,1,1,6,195,private,50.04
Barcelona,4.4,3.2,12,dorm,6,0,1,1,shoulder,0,0.74,22,0,0,0,1,0,2,138,shared,19.21
Dublin,1.4,4.4,228,dorm,10,1,1,0,peak,0,0.82,30,0,0,1,1,0,4,189,shared,28.11
Vienna,7.2,4.8,486,dorm,10,1,1,0,low,0,0.64,0,1,1,1,1,0,1,169,shared,20.76
Oslo,0.8,3.8,58,private,2,1,1,0,peak,1,0.9,26,0,1,1,1,0,6,144,shared,130.87
Berlin,6.8,4.7,202,dorm,10,1,1,1,shoulder,0,0.6,27,0,1,1,0,1,1,156,shared,13.1
Athens,5.4,3.6,54,private,1,1,1,1,shoulder,1,0.52,11,1,0,1,1,0,5,129,private,70.74
London,3.6,4.9,467,dorm,12,1,1,1,peak,0,0.95,1,0,1,1,1,0,4,250,private,39.77
Amsterdam,4.5,4.2,225,private,2,1,1,0,shoulder,1,0.53,28,1,1,1,1,0,2,185,private,68.2
Copenhagen,7.7,3.1,80,dorm,12,1,1,0,low,1,0.44,29,1,0,0,1,0,1,166,shared,14.29
Brussels,5.8,3.5,144,private,2,1,1,0,low,1,0.69,17,0,1,1,0,0,5,111,private,63.62
Rome,4.8,4.1,94,private,1,1,1,1,shoulder,0,0.7,24,1,1,1,1,0,3,184,private,58.42
Dublin,0.7,2.7,17,dorm,6,0,1,0,low,1,0.48,0,0,1,1,0,0,2,162,shared,27.18
Madrid,2.5,3.9,66,private,2,1,1,0,shoulder,0,0.62,24,1,0,1,1,0,6,194,shared,56.69
Madrid,6.9,3.0,61,private,1,0,1,0,peak,1,0.87,15,1,1,1,0,0,3,136,shared,85.64
London,7.3,4.1,131,dorm,8,0,1,1,low,0,0.56,17,1,1,1,1,0,3,186,private,16.77
Milan,0.7,3.0,6,private,2,1,1,0,peak,0,0.72,6,0,1,0,0,0,1,167,shared,105.72
Budapest,0.9,4.3,104,private,2,1,1,0,low,1,0.6,26,0,1,1,1,1,1,130,private,54.31
Oslo,6.7,3.6,102,private,1,0,1,0,shoulder,0,0.6,6,1,0,0,0,0,4,192,private,80.36
Paris,2.0,4.8,163,private,1,1,1,0,peak,0,0.9,14,0,1,1,1,0,3,176,shared,155.83
Prague,3.3,2.8,87,dorm,10,0,1,1,low,0,0.61,9,0,0,1,1,1,2,223,shared,13.94
Budapest,5.6,4.0,226,dorm,4,1,1,0,low,0,0.36,7,1,1,1,0,1,6,182,private,21.3
London,4.3,3.9,111,dorm,12,1,1,1,low,0,0.44,20,0,0,0,1,0,3,146,shared,16.76
London,6.5,2.5,80,dorm,12,0,1,0,low,0,0.54,19,0,0,0,1,0,2,131,private,11.41
Athens,3.5,3.0,9,private,2,1,1,0,peak,1,0.82,18,0,0,0,0,0,3,132,shared,58.83
Amsterdam,2.6,3.4,15,dorm,10,0,1,1,shoulder,0,0.7,9,0,1,1,0,0,4,134,shared,22.48
Madrid,1.1,3.6,77,dorm,10,0,1,1,peak,0,0.75,27,1,0,1,0,1,6,207,shared,22.55
London,4.0,3.7,50,private,2,1,1,0,low,1,0.4,16,1,1,1,1,0,6,128,private,61.8
Dublin,2.6,2.7,30,dorm,4,1,1,0,peak,1,0.75,15,1,0,1,0,0,4,221,private,50.22
Milan,1.8,4.5,275,private,2,1,1,1,shoulder,0,0.63,25,1,0,0,1,0,1,182,private,80.62
Helsinki,5.8,4.0,183,dorm,10,1,1,0,peak,0,0.88,24,0,1,1,0,0,3,232,private,24.31
London,1.4,3.3,5,dorm,8,1,1,0,shoulder,1,0.74,17,1,0,0,0,0,5,167,shared,31.06
Helsinki,0.4,3.0,7,private,2,0,1,1,shoulder,1,0.7,6,0,1,0,1,0,6,165,shared,98.27
Copenhagen,5.1,4.0,244,dorm,10,0,1,0,peak,1,0.95,19,1,0,1,1,1,3,121,shared,33.57
Rome,1.9,4.4,80,private,1,0,1,1,shoulder,0,0.61,19,1,0,1,1,0,1,126,private,78.94
Amsterdam,4.6,4.3,101,dorm,6,0,1,1,shoulder,1,0.66,26,1,0,1,1,1,1,180,private,23.62
Milan,5.3,3.2,8,dorm,8,0,1,1,peak,1,0.82,26,0,0,1,0,0,3,223,shared,29.23
Amsterdam,2.3,4.9,487,private,2,1,1,0,low,0,0.4,25,0,0,1,1,0,3,178,private,53.98
Lisbon,6.8,4.8,285,private,1,1,1,1,shoulder,0,0.79,4,1,1,1,0,0,3,127,private,59.09
Milan,3.8,4.2,210,dorm,4,1,1,0,shoulder,1,0.51,29,1,0,0,1,0,2,157,private,33.03
Athens,7.2,4.5,351,dorm,4,0,1,1,low,1,0.48,24,0,1,1,0,0,1,148,shared,17.01
Budapest,0.8,2.8,74,private,2,0,1,0,shoulder,1,0.63,23,1,0,1,0,1,1,104,shared,52.65
Dublin,5.8,3.6,39,private,1,1,1,0,low,0,0.6,30,0,0,0,1,0,3,137,private,54.31
Lisbon,1.6,2.6,59,private,1,1,1,0,low,0,0.34,30,0,0,0,0,0,5,126,shared,41.13
Paris,5.8,4.1,122,private,1,1,1,1,peak,0,0.72,18,0,0,0,1,1,5,134,private,81.64
Berlin,0.6,4.9,459,dorm,8,1,1,1,low,0,0.38,1,1,1,1,1,0,3,163,shared,23.78
Rome,5.6,4.5,203,private,2,1,1,0,peak,1,0.89,26,1,1,1,1,0,4,195,private,76.87
Amsterdam,6.4,4.3,262,private,2,1,1,0,low,1,0.6,9,1,0,1,1,0,4,128,shared,68.59
Milan,3.7,4.6,352,dorm,10,0,1,1,shoulder,1,0.54,11,0,1,1,1,0,6,151,shared,31.91
Oslo,2.6,4.2,161,dorm,8,0,1,1,low,1,0.58,27,1,1,1,1,1,1,147,private,30.34
Vienna,7.0,2.7,87,dorm,10,1,1,1,low,1,0.31,19,0,1,1,1,0,3,149,shared,13.66
Barcelona,0.2,3.8,59,private,1,0,1,1,shoulder,1,0.69,2,1,0,0,0,0,1,132,shared,110.78
Copenhagen,0.7,3.4,35,dorm,4,1,1,0,peak,0,0.99,5,1,0,1,0,1,3,235,shared,54.47
Amsterdam,4.5,2.6,66,dorm,12,0,1,0,low,0,0.33,0,0,0,0,1,0,3,182,shared,17.27
Stockholm,4.5,4.5,291,dorm,8,0,1,0,shoulder,1,0.6,5,1,1,0,0,1,5,237,shared,36.07
Prague,5.2,3.6,57,dorm,8,1,1,1,shoulder,1,0.72,4,0,0,1,1,0,4,151,private,25.12
Prague,3.9,3.8,127,dorm,8,0,1,0,low,0,0.67,18,0,0,0,1,0,6,171,shared,15.44
Berlin,0.9,2.8,51,dorm,10,0,1,1,low,0,0.61,20,0,0,1,0,1,4,158,shared,16.74
Rome,8.0,3.1,88,dorm,4,1,1,0,shoulder,1,0.71,13,0,1,0,0,0,1,125,shared,20.04
Barcelona,6.3,3.1,42,dorm,6,1,1,1,shoulder,1,0.71,7,1,0,0,1,1,1,217,private,28.74
Amsterdam,7.1,3.0,26,private,1,0,1,0,low,1,0.6,24,0,0,1,1,0,4,196,shared,56.02
Amsterdam,1.3,3.4,83,private,2,1,1,0,shoulder,1,0.6,20,1,1,0,0,0,4,104,private,87.27
Vienna,1.6,4.6,227,dorm,12,0,1,1,low,1,0.46,1,1,1,1,1,1,5,122,shared,25.48
Milan,7.1,3.2,41,private,1,0,1,0,shoulder,1,0.68,1,0,1,1,1,1,3,182,shared,99.49
Barcelona,2.6,2.7,55,private,1,0,1,1,peak,1,0.73,21,0,0,1,1,0,3,160,private,84.67
Rome,4.3,3.5,56,private,1,1,1,1,low,1,0.59,13,1,0,0,1,0,5,151,private,70.28
Milan,6.8,3.2,84,private,1,1,1,0,low,0,0.31,19,0,0,0,0,1,4,176,private,42.78
Brussels,4.1,4.3,87,dorm,8,0,1,0,peak,0,0.94,26,0,0,0,0,0,6,142,shared,25.24
Vienna,1.1,4.8,483,dorm,8,1,1,0,low,0,0.48,8,1,1,1,0,1,6,157,private,22.9
Berlin,4.2,4.6,390,dorm,8,1,1,1,low,0,0.34,28,0,1,0,1,1,6,153,shared,14.64
Barcelona,4.5,4.6,287,dorm,12,0,1,1,low,0,0.34,26,0,0,1,1,1,6,196,shared,14.91
Warsaw,7.9,4.5,482,private,1,1,1,0,peak,1,0.99,30,0,0,1,0,0,2,104,shared,61.63
